"","Term","Overlap","P.value","Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"570","phagocytosis, engulfment (GO:0006911)","1/37",0.169420067180126,0.278121403989752,5.57351290684624,9.89507014564132,"CD36"
"571","regulation of vascular associated smooth muscle cell proliferation (GO:1904705)","1/37",0.169420067180126,0.278121403989752,5.57351290684624,9.89507014564132,"JUN"
"572","positive regulation of myeloid cell differentiation (GO:0045639)","1/37",0.169420067180126,0.278121403989752,5.57351290684624,9.89507014564132,"HSPA1A"
"573","histone exchange (GO:0043486)","1/38",0.173580657931626,0.284454167186381,5.42260442260442,9.49559255823113,"CENPW"
"574","regulation of cellular component biogenesis (GO:0044087)","1/39",0.17772061456847,0.288220478548866,5.27963849016481,9.12080010262218,"CD36"
"575","DNA replication-independent nucleosome assembly (GO:0006336)","1/39",0.17772061456847,0.288220478548866,5.27963849016481,9.12080010262218,"CENPW"
"576","regulation of protein tyrosine kinase activity (GO:0061097)","1/39",0.17772061456847,0.288220478548866,5.27963849016481,9.12080010262218,"EPHA4"
"577","regulation of receptor-mediated endocytosis (GO:0048259)","1/39",0.17772061456847,0.288220478548866,5.27963849016481,9.12080010262218,"CLU"
"578","regulation of T cell differentiation (GO:0045580)","1/39",0.17772061456847,0.288220478548866,5.27963849016481,9.12080010262218,"SPINK5"
"579","response to peptide (GO:1901652)","1/39",0.17772061456847,0.288220478548866,5.27963849016481,9.12080010262218,"MMP12"
"580","positive regulation of protein kinase activity (GO:0045860)","2/154",0.179932321463797,0.291304223887078,2.65145005370569,4.54769949538142,"EPHA4;CLU"
"581","detection of chemical stimulus involved in sensory perception of bitter taste (GO:0001580)","1/40",0.181840038445641,0.292877866381572,5.14400414400414,8.76861291991989,"PIP"
"582","positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)","1/40",0.181840038445641,0.292877866381572,5.14400414400414,8.76861291991989,"S100A8"
"583","positive regulation of wound healing (GO:0090303)","1/40",0.181840038445641,0.292877866381572,5.14400414400414,8.76861291991989,"CLDN4"
"584","regulation of cell cycle (GO:0051726)","3/296",0.184836578172437,0.294429594411589,2.06963161042891,3.49412428951562,"SOX2;JUN;RHOB"
"585","carboxylic acid transmembrane transport (GO:1905039)","1/41",0.185939030336605,0.294429594411589,5.01515151515152,8.43717221072756,"SLC7A8"
"586","cortical cytoskeleton organization (GO:0030865)","1/41",0.185939030336605,0.294429594411589,5.01515151515152,8.43717221072756,"RHOB"
"587","regulation of release of cytochrome c from mitochondria (GO:0090199)","1/41",0.185939030336605,0.294429594411589,5.01515151515152,8.43717221072756,"CLU"
"588","positive regulation of biomineral tissue development (GO:0070169)","1/41",0.185939030336605,0.294429594411589,5.01515151515152,8.43717221072756,"AMTN"
"589","response to growth factor (GO:0070848)","1/41",0.185939030336605,0.294429594411589,5.01515151515152,8.43717221072756,"SOX2"
"590","import into cell (GO:0098657)","1/41",0.185939030336605,0.294429594411589,5.01515151515152,8.43717221072756,"SLC7A8"
"591","sensory perception of bitter taste (GO:0050913)","1/41",0.185939030336605,0.294429594411589,5.01515151515152,8.43717221072756,"PIP"
"592","JNK cascade (GO:0007254)","1/41",0.185939030336605,0.294429594411589,5.01515151515152,8.43717221072756,"MAPK10"
"593","visual system development (GO:0150063)","1/41",0.185939030336605,0.294429594411589,5.01515151515152,8.43717221072756,"SOX2"
"594","cellular response to starvation (GO:0009267)","2/158",0.187118158863922,0.295300758274324,2.58294086865515,4.32904762987482,"DAPL1;AKR1C3"
"595","organonitrogen compound biosynthetic process (GO:1901566)","2/158",0.187118158863922,0.295300758274324,2.58294086865515,4.32904762987482,"CERS3;GSTA4"
"596","negative regulation of protein catabolic process (GO:0042177)","1/42",0.190017690585897,0.296882880965321,4.89258438038926,8.12481204328322,"TIMP3"
"597","ceramide biosynthetic process (GO:0046513)","1/42",0.190017690585897,0.296882880965321,4.89258438038926,8.12481204328322,"CERS3"
"598","positive regulation of ATPase activity (GO:0032781)","1/42",0.190017690585897,0.296882880965321,4.89258438038926,8.12481204328322,"ATP1B3"
"599","regulation of ubiquitin-dependent protein catabolic process (GO:2000058)","1/42",0.190017690585897,0.296882880965321,4.89258438038926,8.12481204328322,"CLU"
"600","positive regulation of protein tyrosine kinase activity (GO:0061098)","1/42",0.190017690585897,0.296882880965321,4.89258438038926,8.12481204328322,"EPHA4"
"601","potassium ion import across plasma membrane (GO:1990573)","1/42",0.190017690585897,0.296882880965321,4.89258438038926,8.12481204328322,"ATP1B3"
"602","positive regulation of protein kinase B signaling (GO:0051897)","2/161",0.192534233233144,0.300226483934667,2.53382107560005,4.17442285502209,"AKR1C3;AKR1C2"
"603","development of primary male sexual characteristics (GO:0046546)","1/43",0.19407611900782,0.300226483934667,4.77585377585378,7.83003533696715,"AKR1C3"
"604","glutathione metabolic process (GO:0006749)","1/43",0.19407611900782,0.300226483934667,4.77585377585378,7.83003533696715,"GSTA4"
"605","positive regulation of leukocyte mediated cytotoxicity (GO:0001912)","1/43",0.19407611900782,0.300226483934667,4.77585377585378,7.83003533696715,"HLA-DRA"
"606","male gonad development (GO:0008584)","1/43",0.19407611900782,0.300226483934667,4.77585377585378,7.83003533696715,"AKR1C3"
"607","positive regulation of T cell differentiation (GO:0045582)","1/43",0.19407611900782,0.300226483934667,4.77585377585378,7.83003533696715,"HLA-DRA"
"608","antibacterial humoral response (GO:0019731)","1/44",0.1981144149655,0.30101850429224,4.6645525017618,7.55149331126355,"WFDC2"
"609","cation transmembrane transport (GO:0098655)","1/44",0.1981144149655,0.30101850429224,4.6645525017618,7.55149331126355,"SLC7A8"
"610","regulation of endothelial cell apoptotic process (GO:2000351)","1/44",0.1981144149655,0.30101850429224,4.6645525017618,7.55149331126355,"AKR1C3"
"611","detection of chemical stimulus involved in sensory perception of taste (GO:0050912)","1/44",0.1981144149655,0.30101850429224,4.6645525017618,7.55149331126355,"PIP"
"612","positive regulation of biosynthetic process (GO:0009891)","1/44",0.1981144149655,0.30101850429224,4.6645525017618,7.55149331126355,"CD36"
"613","positive regulation of cell-matrix adhesion (GO:0001954)","1/44",0.1981144149655,0.30101850429224,4.6645525017618,7.55149331126355,"CD36"
"614","homotypic cell-cell adhesion (GO:0034109)","1/44",0.1981144149655,0.30101850429224,4.6645525017618,7.55149331126355,"HSPB1"
"615","positive regulation of potassium ion transmembrane transport (GO:1901381)","1/44",0.1981144149655,0.30101850429224,4.6645525017618,7.55149331126355,"ATP1B3"
"616","positive regulation of receptor-mediated endocytosis (GO:0048260)","1/44",0.1981144149655,0.30101850429224,4.6645525017618,7.55149331126355,"CLU"
"617","metal ion homeostasis (GO:0055065)","1/44",0.1981144149655,0.30101850429224,4.6645525017618,7.55149331126355,"SLC7A8"
"618","mRNA catabolic process (GO:0006402)","1/44",0.1981144149655,0.30101850429224,4.6645525017618,7.55149331126355,"HSPA1A"
"619","cytokine-mediated signaling pathway (GO:0019221)","5/621",0.199785336817759,0.302581750475059,1.64764183185236,2.65354662021679,"SOX2;HLA-DRA;ACKR3;CD36;FOS"
"620","negative regulation of canonical Wnt signaling pathway (GO:0090090)","2/165",0.199787737267877,0.302581750475059,2.47114060348066,3.97977142219225,"SOX2;FZD6"
"621","amino acid transmembrane transport (GO:0003333)","1/45",0.202132677279174,0.303684134344232,4.55831037649219,7.28796784173202,"SLC7A8"
"622","cellular response to radiation (GO:0071478)","1/45",0.202132677279174,0.303684134344232,4.55831037649219,7.28796784173202,"RHOB"
"623","positive regulation of chemotaxis (GO:0050921)","1/45",0.202132677279174,0.303684134344232,4.55831037649219,7.28796784173202,"HSPB1"
"624","positive regulation of RNA metabolic process (GO:0051254)","1/45",0.202132677279174,0.303684134344232,4.55831037649219,7.28796784173202,"HSPA1A"
"625","zymogen activation (GO:0031638)","1/45",0.202132677279174,0.303684134344232,4.55831037649219,7.28796784173202,"PLAT"
"626","regulation of B cell proliferation (GO:0030888)","1/46",0.206131004383124,0.308211804324448,4.45679012345679,7.03835624820852,"CD81"
"627","erythrocyte differentiation (GO:0030218)","1/46",0.206131004383124,0.308211804324448,4.45679012345679,7.03835624820852,"SLC25A5"
"628","positive regulation of smooth muscle cell proliferation (GO:0048661)","1/46",0.206131004383124,0.308211804324448,4.45679012345679,7.03835624820852,"JUN"
"629","regulation of DNA binding (GO:0051101)","1/47",0.210109494168341,0.31167901267626,4.3596837944664,6.80165814675797,"JUN"
"630","polyol metabolic process (GO:0019751)","1/47",0.210109494168341,0.31167901267626,4.3596837944664,6.80165814675797,"IMPA2"
"631","regulation of T cell activation (GO:0050863)","1/47",0.210109494168341,0.31167901267626,4.3596837944664,6.80165814675797,"SPINK5"
"632","regulation of wound healing (GO:0061041)","1/47",0.210109494168341,0.31167901267626,4.3596837944664,6.80165814675797,"CLDN4"
"633","glycosphingolipid metabolic process (GO:0006687)","1/47",0.210109494168341,0.31167901267626,4.3596837944664,6.80165814675797,"GLTP"
"634","neuron projection development (GO:0031175)","2/171",0.210728128748523,0.312103648099153,2.38268325081512,3.71028211013766,"EPHA4;SGK1"
"635","positive regulation of ERK1 and ERK2 cascade (GO:0070374)","2/172",0.212557721644281,0.314078251872911,2.36854741896759,3.66779443778241,"ACKR3;CD36"
"636","positive regulation of cell population proliferation (GO:0008284)","4/474",0.213098544138806,0.314078251872911,1.72251773049645,2.66301339614976,"CD81;AKR1C3;AKR1C2;SLC25A5"
"637","cellular response to ionizing radiation (GO:0071479)","1/48",0.214068244088033,0.314078251872911,4.26670964968837,6.57696403663591,"RHOB"
"638","positive regulation of blood vessel endothelial cell migration (GO:0043536)","1/48",0.214068244088033,0.314078251872911,4.26670964968837,6.57696403663591,"HSPB1"
"639","positive regulation of endocytosis (GO:0045807)","1/48",0.214068244088033,0.314078251872911,4.26670964968837,6.57696403663591,"CLU"
"640","inositol phosphate metabolic process (GO:0043647)","1/48",0.214068244088033,0.314078251872911,4.26670964968837,6.57696403663591,"IMPA2"
"641","cation transport (GO:0006812)","2/174",0.216221657628596,0.316742802672779,2.34076886568581,3.58477329939303,"SLC7A8;SGK1"
"642","negative regulation of cell projection organization (GO:0031345)","1/49",0.21800735103248,0.316886846160215,4.17760942760943,6.36344537186664,"EPHA4"
"643","cellular defense response (GO:0006968)","1/49",0.21800735103248,0.316886846160215,4.17760942760943,6.36344537186664,"LSP1"
"644","response to hydrogen peroxide (GO:0042542)","1/49",0.21800735103248,0.316886846160215,4.17760942760943,6.36344537186664,"RHOB"
"645","RNA catabolic process (GO:0006401)","1/49",0.21800735103248,0.316886846160215,4.17760942760943,6.36344537186664,"HSPA1A"
"646","mitotic cytokinesis (GO:0000281)","1/49",0.21800735103248,0.316886846160215,4.17760942760943,6.36344537186664,"RHOB"
"647","cellular response to oxygen-containing compound (GO:1901701)","3/323",0.219437886031413,0.318473222540181,1.89239690721649,2.87017202026861,"JUN;AKR1C3;FOS"
"648","defense response to bacterium (GO:0042742)","2/176",0.219891523272346,0.318639105482613,2.3136288998358,3.50427075656082,"S100A8;WFDC2"
"649","positive regulation of developmental process (GO:0051094)","2/177",0.221728530324766,0.319126140819604,2.3002915451895,3.46493256299724,"AMTN;KRT10"
"650","amino acid transport (GO:0006865)","1/50",0.221926911560385,0.319126140819604,4.09214594928881,6.16034588762116,"SLC7A8"
"651","negative regulation of ERK1 and ERK2 cascade (GO:0070373)","1/50",0.221926911560385,0.319126140819604,4.09214594928881,6.16034588762116,"TIMP3"
"652","chloride transmembrane transport (GO:1902476)","1/50",0.221926911560385,0.319126140819604,4.09214594928881,6.16034588762116,"GABRE"
"653","organic hydroxy compound biosynthetic process (GO:1901617)","1/50",0.221926911560385,0.319126140819604,4.09214594928881,6.16034588762116,"AKR1C3"
"654","regulation of axonogenesis (GO:0050770)","1/51",0.225827021656465,0.322757341454218,4.01010101010101,5.96697401593565,"EPHA4"
"655","negative regulation of protein ubiquitination (GO:0031397)","1/51",0.225827021656465,0.322757341454218,4.01010101010101,5.96697401593565,"HSPA1A"
"656","regulation of protein modification process (GO:0031399)","1/51",0.225827021656465,0.322757341454218,4.01010101010101,5.96697401593565,"HSPB1"
"657","gonad development (GO:0008406)","1/51",0.225827021656465,0.322757341454218,4.01010101010101,5.96697401593565,"AKR1C3"
"658","positive regulation of cellular biosynthetic process (GO:0031328)","2/180",0.227247144429194,0.323381712790334,2.26117862875487,3.35042706699839,"CD36;CLU"
"659","negative regulation of cellular biosynthetic process (GO:0031327)","1/52",0.229707776816989,0.323381712790334,3.93127351950881,5.78269622196604,"AKR1C3"
"660","amide biosynthetic process (GO:0043604)","1/52",0.229707776816989,0.323381712790334,3.93127351950881,5.78269622196604,"CERS3"
"661","negative regulation of protein metabolic process (GO:0051248)","1/52",0.229707776816989,0.323381712790334,3.93127351950881,5.78269622196604,"CLU"
"662","negative regulation of protein-containing complex assembly (GO:0031333)","1/52",0.229707776816989,0.323381712790334,3.93127351950881,5.78269622196604,"CLU"
"663","regulation of intrinsic apoptotic signaling pathway (GO:2001242)","1/52",0.229707776816989,0.323381712790334,3.93127351950881,5.78269622196604,"S100A8"
"664","plasma membrane bounded cell projection morphogenesis (GO:0120039)","1/52",0.229707776816989,0.323381712790334,3.93127351950881,5.78269622196604,"SGK1"
"665","glycolipid metabolic process (GO:0006664)","1/52",0.229707776816989,0.323381712790334,3.93127351950881,5.78269622196604,"GLTP"
"666","sprouting angiogenesis (GO:0002040)","1/52",0.229707776816989,0.323381712790334,3.93127351950881,5.78269622196604,"RSPO3"
"667","myeloid cell differentiation (GO:0030099)","1/52",0.229707776816989,0.323381712790334,3.93127351950881,5.78269622196604,"SLC25A5"
"668","bicellular tight junction assembly (GO:0070830)","1/53",0.233569272224541,0.327345591968424,3.85547785547786,5.60693113764998,"CLDN4"
"669","positive regulation of B cell activation (GO:0050871)","1/53",0.233569272224541,0.327345591968424,3.85547785547786,5.60693113764998,"CD81"
"670","positive regulation of macroautophagy (GO:0016239)","1/53",0.233569272224541,0.327345591968424,3.85547785547786,5.60693113764998,"SLC25A5"
"671","positive regulation of leukocyte chemotaxis (GO:0002690)","1/54",0.237411602446854,0.33174031949047,3.78254240518391,5.43914439332398,"CXCL17"
"672","unsaturated fatty acid metabolic process (GO:0033559)","1/54",0.237411602446854,0.33174031949047,3.78254240518391,5.43914439332398,"EPHX1"
"673","regulation of blood vessel endothelial cell migration (GO:0043535)","1/55",0.241234861655302,0.335088069666166,3.71230826786382,5.27884403782842,"HSPB1"
"674","regulation of cardiac conduction (GO:1903779)","1/55",0.241234861655302,0.335088069666166,3.71230826786382,5.27884403782842,"ATP1B3"
"675","negative regulation of protein modification by small protein conjugation or removal (GO:1903321)","1/55",0.241234861655302,0.335088069666166,3.71230826786382,5.27884403782842,"HSPA1A"
"676","ceramide metabolic process (GO:0006672)","1/55",0.241234861655302,0.335088069666166,3.71230826786382,5.27884403782842,"CERS3"
"677","chemokine-mediated signaling pathway (GO:0070098)","1/56",0.245039143568043,0.337873356549769,3.64462809917355,5.12557648253206,"ACKR3"
"678","peptidyl-tyrosine modification (GO:0018212)","1/56",0.245039143568043,0.337873356549769,3.64462809917355,5.12557648253206,"EPHA4"
"679","Rho protein signal transduction (GO:0007266)","1/56",0.245039143568043,0.337873356549769,3.64462809917355,5.12557648253206,"RHOB"
"680","tight junction assembly (GO:0120192)","1/56",0.245039143568043,0.337873356549769,3.64462809917355,5.12557648253206,"CLDN4"
"681","mitochondrial transport (GO:0006839)","1/56",0.245039143568043,0.337873356549769,3.64462809917355,5.12557648253206,"SLC25A5"
"682","negative regulation of Wnt signaling pathway (GO:0030178)","2/191",0.247557792207687,0.340845699241962,2.12838786308174,2.97146617693015,"SOX2;FZD6"
"683","carboxylic acid transport (GO:0046942)","1/57",0.248824541413001,0.341089407863953,3.57936507936508,4.97892289699759,"SLC7A8"
"684","icosanoid metabolic process (GO:0006690)","1/57",0.248824541413001,0.341089407863953,3.57936507936508,4.97892289699759,"EPHX1"
"685","monocarboxylic acid transport (GO:0015718)","1/57",0.248824541413001,0.341089407863953,3.57936507936508,4.97892289699759,"CD36"
"686","negative regulation of hydrolase activity (GO:0051346)","1/58",0.252591147960672,0.342427737576397,3.5163919900762,4.83849599837867,"CSTA"
"687","negative regulation of neuron projection development (GO:0010977)","1/58",0.252591147960672,0.342427737576397,3.5163919900762,4.83849599837867,"EPHA4"
"688","cellular iron ion homeostasis (GO:0006879)","1/58",0.252591147960672,0.342427737576397,3.5163919900762,4.83849599837867,"FTL"
"689","eye development (GO:0001654)","1/58",0.252591147960672,0.342427737576397,3.5163919900762,4.83849599837867,"SOX2"
"690","fat cell differentiation (GO:0045444)","1/58",0.252591147960672,0.342427737576397,3.5163919900762,4.83849599837867,"MAFB"
"691","regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)","1/58",0.252591147960672,0.342427737576397,3.5163919900762,4.83849599837867,"HSPA1A"
"692","membrane lipid biosynthetic process (GO:0046467)","1/58",0.252591147960672,0.342427737576397,3.5163919900762,4.83849599837867,"CERS3"
"693","positive regulation of nucleic acid-templated transcription (GO:1903508)","4/511",0.252718234441367,0.342427737576397,1.59377054569362,2.19219968349269,"SOX2;JUN;MAFB;FOS"
"694","regulation of programmed cell death (GO:0043067)","2/194",0.253111278929468,0.342466125237422,2.09481292517007,2.87811804627837,"SGK1;CLU"
"695","protein localization to membrane (GO:0072657)","2/195",0.254963277350062,0.34447556464994,2.08385323041134,2.84786833198991,"CD81;ATP1B3"
"696","negative regulation of autophagy (GO:0010507)","1/59",0.256339055642632,0.344845806946177,3.45559038662487,4.70393718537215,"DAPL1"
"697","positive regulation of apoptotic signaling pathway (GO:2001235)","1/59",0.256339055642632,0.344845806946177,3.45559038662487,4.70393718537215,"S100A8"
"698","fatty acid oxidation (GO:0019395)","1/59",0.256339055642632,0.344845806946177,3.45559038662487,4.70393718537215,"ADH7"
"699","apical junction assembly (GO:0043297)","1/60",0.260068356267662,0.348365458680934,3.39684985447697,4.57491398098809,"CLDN4"
"700","cellular response to chemokine (GO:1990869)","1/60",0.260068356267662,0.348365458680934,3.39684985447697,4.57491398098809,"ACKR3"
"701","response to organic cyclic compound (GO:0014070)","1/60",0.260068356267662,0.348365458680934,3.39684985447697,4.57491398098809,"AQP3"
"702","B cell differentiation (GO:0030183)","1/61",0.263779141308675,0.350833730437459,3.34006734006734,4.45111773409346,"SLC25A5"
"703","regulation of DNA-templated transcription, initiation (GO:2000142)","1/61",0.263779141308675,0.350833730437459,3.34006734006734,4.45111773409346,"JUN"
"704","response to light stimulus (GO:0009416)","1/61",0.263779141308675,0.350833730437459,3.34006734006734,4.45111773409346,"MAPK10"
"705","positive regulation of interleukin-8 production (GO:0032757)","1/61",0.263779141308675,0.350833730437459,3.34006734006734,4.45111773409346,"HSPA1A"
"706","iron ion homeostasis (GO:0055072)","1/61",0.263779141308675,0.350833730437459,3.34006734006734,4.45111773409346,"FTL"
"707","negative regulation of kinase activity (GO:0033673)","1/62",0.267471501800711,0.353740479142067,3.28514654744163,4.33226156152993,"HSPB1"
"708","positive regulation of cysteine-type endopeptidase activity (GO:2001056)","1/62",0.267471501800711,0.353740479142067,3.28514654744163,4.33226156152993,"CTSD"
"709","response to retinoic acid (GO:0032526)","1/62",0.267471501800711,0.353740479142067,3.28514654744163,4.33226156152993,"AQP3"
"710","stress-activated MAPK cascade (GO:0051403)","1/62",0.267471501800711,0.353740479142067,3.28514654744163,4.33226156152993,"MAPK10"
"711","axon guidance (GO:0007411)","2/203",0.269787257396922,0.356301314621252,2.00010153315057,2.62037615304045,"EPHB6;EPHA4"
"712","amyloid fibril formation (GO:1990000)","1/63",0.271145528260931,0.357090674666219,3.23199739328772,4.21807849737542,"CD36"
"713","negative regulation of endopeptidase activity (GO:0010951)","1/63",0.271145528260931,0.357090674666219,3.23199739328772,4.21807849737542,"TIMP3"
"714","protein catabolic process (GO:0030163)","1/64",0.274801310842782,0.361398362578953,3.18053551386885,4.10831982313615,"CTSD"
"715","regulation of inflammatory response (GO:0050727)","2/206",0.275346793926217,0.361609286009396,1.9703881552621,2.54125670985675,"CXCL17;S100A8"
"716","regulation of protein kinase B signaling (GO:0051896)","2/207",0.277199672471101,0.363130783224649,1.96067695370831,2.51558224197517,"AKR1C3;AKR1C2"
"717","regulation of cell-matrix adhesion (GO:0001952)","1/65",0.278438939213788,0.363130783224649,3.13068181818182,4.00275356439037,"CD36"
"718","regulation of cellular catabolic process (GO:0031329)","1/65",0.278438939213788,0.363130783224649,3.13068181818182,4.00275356439037,"HSPB1"
"719","inorganic anion transmembrane transport (GO:0098661)","1/65",0.278438939213788,0.363130783224649,3.13068181818182,4.00275356439037,"GABRE"
"720","steroid biosynthetic process (GO:0006694)","1/65",0.278438939213788,0.363130783224649,3.13068181818182,4.00275356439037,"AKR1C3"
"721","cellular component disassembly (GO:0022411)","1/66",0.282058502576368,0.365818969501671,3.08236208236208,3.90116313048372,"MMP12"
"722","cellular response to nutrient levels (GO:0031669)","1/66",0.282058502576368,0.365818969501671,3.08236208236208,3.90116313048372,"AKR1C3"
"723","regulation of protein localization (GO:0032880)","1/66",0.282058502576368,0.365818969501671,3.08236208236208,3.90116313048372,"CTSD"
"724","extracellular matrix disassembly (GO:0022617)","1/66",0.282058502576368,0.365818969501671,3.08236208236208,3.90116313048372,"MMP12"
"725","vascular endothelial growth factor receptor signaling pathway (GO:0048010)","1/67",0.285660089808726,0.369979068041922,3.03550658096113,3.80334608196671,"HSPB1"
"726","canonical Wnt signaling pathway (GO:0060070)","1/68",0.289243789255229,0.372054682343369,2.99004975124378,3.70911301693322,"FZD6"
"727","negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)","1/68",0.289243789255229,0.372054682343369,2.99004975124378,3.70911301693322,"HSPA1A"
"728","regulation of myeloid cell differentiation (GO:0045637)","1/68",0.289243789255229,0.372054682343369,2.99004975124378,3.70911301693322,"MAFB"
"729","regulation of translational initiation (GO:0006446)","1/68",0.289243789255229,0.372054682343369,2.99004975124378,3.70911301693322,"HSPB1"
"730","interferon-gamma-mediated signaling pathway (GO:0060333)","1/68",0.289243789255229,0.372054682343369,2.99004975124378,3.70911301693322,"HLA-DRA"
"731","negative regulation of multicellular organismal process (GO:0051241)","2/214",0.290161134004554,0.372724083215153,1.89526376588371,2.34504563216826,"ARRDC3;ALDH1A1"
"732","positive regulation of intracellular signal transduction (GO:1902533)","4/546",0.291516339804197,0.373571056873572,1.48816113161132,1.83439554053851,"SOX2;AKR1C3;AKR1C2;S100A8"
"733","cell chemotaxis (GO:0060326)","1/69",0.29280968888067,0.373571056873572,2.94592988710636,3.61828655610275,"ACKR3"
"734","cellular response to calcium ion (GO:0071277)","1/69",0.29280968888067,0.373571056873572,2.94592988710636,3.61828655610275,"AKR1C3"
"735","cellular response to decreased oxygen levels (GO:0036294)","1/69",0.29280968888067,0.373571056873572,2.94592988710636,3.61828655610275,"AQP3"
"736","peptidyl-tyrosine phosphorylation (GO:0018108)","1/69",0.29280968888067,0.373571056873572,2.94592988710636,3.61828655610275,"EPHA4"
"737","extracellular structure organization (GO:0043062)","2/216",0.293860347736136,0.374328314526779,1.87736028991036,2.29911046589758,"MMP12;SPINK5"
"738","negative regulation of cell population proliferation (GO:0008285)","3/379",0.294562756428595,0.374328314526779,1.60594428602764,1.96288660809705,"SOX2;KRT4;HSPA1A"
"739","regulation of gene expression (GO:0010468)","7/1079",0.294599174052491,0.374328314526779,1.32197881559942,1.61564263258985,"SOX2;MAFB;PIP;CD36;CLU;LGALS7;HSPA1A"
"740","external encapsulating structure organization (GO:0045229)","2/217",0.295709072188337,0.375040492931415,1.86853345989559,2.27658225012256,"MMP12;SPINK5"
"741","neutrophil chemotaxis (GO:0030593)","1/70",0.296357876203525,0.375040492931415,2.9030888596106,3.53070042231205,"S100A8"
"742","positive regulation of cell-substrate adhesion (GO:0010811)","1/70",0.296357876203525,0.375040492931415,2.9030888596106,3.53070042231205,"CD36"
"743","regulation of endopeptidase activity (GO:0052548)","1/71",0.299888438313403,0.377980192719846,2.86147186147186,3.44619860155019,"TIMP3"
"744","gland development (GO:0048732)","1/71",0.299888438313403,0.377980192719846,2.86147186147186,3.44619860155019,"SOX2"
"745","response to metal ion (GO:0010038)","1/71",0.299888438313403,0.377980192719846,2.86147186147186,3.44619860155019,"AQP3"
"746","negative regulation of supramolecular fiber organization (GO:1902904)","1/72",0.303401461859655,0.380874295035048,2.82102717313985,3.36463457832852,"CLU"
"747","cytoskeleton-dependent cytokinesis (GO:0061640)","1/72",0.303401461859655,0.380874295035048,2.82102717313985,3.36463457832852,"RHOB"
"748","response to ionizing radiation (GO:0010212)","1/72",0.303401461859655,0.380874295035048,2.82102717313985,3.36463457832852,"RHOB"
"749","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)","1/73",0.306897033111884,0.382704268382548,2.78170594837262,3.28587063696556,"CD36"
"750","regulation of actin filament-based process (GO:0032970)","1/73",0.306897033111884,0.382704268382548,2.78170594837262,3.28587063696556,"RHOB"
"751","regulation of hydrolase activity (GO:0051336)","1/73",0.306897033111884,0.382704268382548,2.78170594837262,3.28587063696556,"EPHA4"
"752","granulocyte chemotaxis (GO:0071621)","1/73",0.306897033111884,0.382704268382548,2.78170594837262,3.28587063696556,"S100A8"
"753","response to molecule of bacterial origin (GO:0002237)","1/73",0.306897033111884,0.382704268382548,2.78170594837262,3.28587063696556,"S100A8"
"754","cellular response to amino acid starvation (GO:0034198)","1/74",0.310375237892897,0.386016355472093,2.74346201743462,3.20977722405069,"DAPL1"
"755","sphingolipid biosynthetic process (GO:0030148)","1/74",0.310375237892897,0.386016355472093,2.74346201743462,3.20977722405069,"CERS3"
"756","response to amino acid starvation (GO:1990928)","1/75",0.313836161648445,0.388547849505757,2.70625170625171,3.13623236372496,"DAPL1"
"757","positive regulation of lymphocyte proliferation (GO:0050671)","1/75",0.313836161648445,0.388547849505757,2.70625170625171,3.13623236372496,"CD81"
"758","positive regulation of T cell activation (GO:0050870)","1/75",0.313836161648445,0.388547849505757,2.70625170625171,3.13623236372496,"CD81"
"759","negative regulation of cellular process (GO:0048523)","4/566",0.314065833626059,0.388547849505757,1.43371886120996,1.66046530394245,"TXNIP;CLU;RHOB;HSPA1A"
"760","regulation of cell division (GO:0051302)","1/76",0.317279889350664,0.389445511242188,2.67003367003367,3.0651211233087,"TXNIP"
"761","chloride transport (GO:0006821)","1/76",0.317279889350664,0.389445511242188,2.67003367003367,3.0651211233087,"GABRE"
"762","establishment of protein localization to organelle (GO:0072594)","1/76",0.317279889350664,0.389445511242188,2.67003367003367,3.0651211233087,"MMP12"
"763","regulation of RNA splicing (GO:0043484)","1/76",0.317279889350664,0.389445511242188,2.67003367003367,3.0651211233087,"HSPA1A"
"764","positive regulation of growth (GO:0045927)","1/76",0.317279889350664,0.389445511242188,2.67003367003367,3.0651211233087,"S100A8"
"765","protein import into nucleus (GO:0006606)","1/76",0.317279889350664,0.389445511242188,2.67003367003367,3.0651211233087,"MMP12"
"766","inflammatory response (GO:0006954)","2/230",0.319670132319446,0.390588078754377,1.76083064804869,2.00816687197463,"FOS;S100A8"
"767","purine ribonucleotide metabolic process (GO:0009150)","1/77",0.320706505558706,0.390588078754377,2.6347687400319,2.99633512170869,"DBI"
"768","neutrophil migration (GO:1990266)","1/77",0.320706505558706,0.390588078754377,2.6347687400319,2.99633512170869,"S100A8"
"769","phosphatidylcholine metabolic process (GO:0046470)","1/77",0.320706505558706,0.390588078754377,2.6347687400319,2.99633512170869,"DBI"
"770","import into nucleus (GO:0051170)","1/77",0.320706505558706,0.390588078754377,2.6347687400319,2.99633512170869,"MMP12"
"771","inorganic cation import across plasma membrane (GO:0098659)","1/77",0.320706505558706,0.390588078754377,2.6347687400319,2.99633512170869,"ATP1B3"
