Geneid,sample1,sample2,sample3,sample4,sample5,sample6
AC005274.1,2,0,5,7,4,0
AC005277.2,0,2,0,3,0,0
AC005277.1,0,0,0,0,0,0
ELAC2,4522,4113,3119,3818,3524,6244
AC005303.1,2,0,0,0,0,0
LINC02093,0,0,0,0,0,0
HS3ST3A1,103,224,398,198,66,38
MIR548H3,0,0,0,0,0,0
COX10-AS1,330,386,229,345,191,261
AC005304.2,0,0,0,0,0,0
AC005304.1,0,0,0,0,0,2
AC005304.3,0,2,0,0,0,0
CDRT15P1,11,19,1,4,5,10
COX10,1439,1336,1065,1374,1026,1915
AC005389.1,0,0,0,0,0,0
CDRT15,7,3,5,13,7,13
AC005224.1,0,0,2,0,0,0
HS3ST3B1,147,147,190,183,89,32
AC005224.3,41,50,52,12,11,56
AC005224.2,0,0,2,0,0,0
AC022816.1,0,0,0,0,0,0
RPS18P12,6,2,0,1,0,8
AC013248.1,0,0,0,0,0,0
AC005863.1,0,0,2,2,0,0
LINC02096,0,0,0,0,0,0
RPL23AP76,0,0,0,0,0,0
AC005772.1,0,0,2,0,0,0
CDRT7,0,0,0,0,0,0
AC005772.2,0,0,0,4,0,6
CDRT8,0,0,0,0,0,0
PMP22,6226,4290,3109,5496,4909,6039
MIR4731,0,0,0,0,1,2
AC005703.6,27,35,35,24,14,30
AC005703.3,0,2,0,0,1,0
AC005703.7,0,0,0,10,0,0
AC005703.1,1,0,2,2,10,0
AC005703.2,5,1,0,1,1,2
TEKT3,10,2,0,3,0,1
RNU6-799P,0,0,0,0,0,0
AC005703.5,0,0,0,0,0,0
AC005703.4,3,2,0,0,0,0
RN7SL792P,0,0,0,0,0,0
CDRT4,5,5,2,13,9,0
TVP23C-CDRT4,0,0,0,0,0,0
RPL9P2,2,0,0,1,0,0
TVP23C,155,136,103,116,126,86
PPIAP53,5,13,0,13,46,31
AC005838.3,6,11,0,14,2,2
CDRT1,4,2,0,2,0,0
AC005324.3,4,1,1,1,0,0
AC005838.2,0,0,0,0,0,0
AC005838.1,0,0,0,0,0,0
TRIM16,602,511,494,610,441,794
AC005324.5,4,1,0,2,0,0
ZNF29P,5,0,6,0,0,2
ZNF286A,816,706,386,680,613,553
AC005324.4,0,0,0,0,0,0
UBE2SP1,33,21,22,40,20,23
TBC1D26,1,0,0,0,0,0
AC005324.1,0,0,0,0,0,0
AC005324.6,0,0,0,0,0,0
AC005324.2,0,0,0,0,0,0
CDRT15P2,0,0,0,0,0,0
ZSWIM5P1,0,4,2,4,6,0
RNA5SP436,4,0,0,0,0,0
IL6STP1,0,3,1,0,2,1
MEIS3P1,188,181,196,181,125,202
AC015922.2,110,125,100,86,114,40
AC015922.3,152,105,123,146,93,22
AC015922.1,0,0,0,0,0,0
LINC02087,0,0,6,0,0,0
SPECC1P1,0,8,0,0,6,0
ADORA2B,138,59,26,41,105,139
ZSWIM7,847,909,698,1015,582,1218
TTC19,2265,1974,1621,1955,1615,2150
AC002553.2,0,5,6,4,2,2
NCOR1,5275,5638,3652,5233,4072,7103
AC002553.1,9,9,5,10,4,0
RPLP1P11,0,0,0,0,0,0
RPL22P21,0,0,0,1,0,0
RNU6-314P,0,0,0,0,0,0
RNU6-862P,0,0,0,0,0,0
RN7SL442P,0,0,0,0,0,0
PIGL,261,248,94,139,161,267
MIR1288,0,0,0,0,0,0
CENPV,816,695,258,400,594,575
UBB,7517,7077,5653,6613,5462,13196
AC093484.3,0,0,0,0,0,0
FTLP12,0,0,2,0,0,0
AC093484.2,0,0,0,0,0,0
TRPV2,110,76,141,49,86,141
AC093484.1,0,0,0,0,0,0
SNHG29,4721,4526,2763,3658,3470,6280
SNORD49B,0,0,0,0,0,0
SNORD49A,0,0,0,0,0,0
AC093484.4,21,26,24,8,25,15
SNORD65,0,0,0,0,0,0
LRRC75A,897,582,916,510,617,999
AC127540.2,0,0,0,0,0,0
ZNF287,318,373,217,333,214,422
AC127540.1,0,0,0,1,2,0
AC005822.1,1,6,5,2,0,5
ZNF624,175,198,78,177,148,104
AC098850.2,0,0,0,0,0,0
NEK4P2,0,0,0,0,0,0
RNASEH1P2,0,0,0,5,0,0
CCDC144A,10,14,4,8,6,2
AC098850.3,1,2,1,0,0,0
RNU6-405P,0,0,0,0,0,0
RN7SL620P,0,0,0,0,0,0
UPF3AP1,5,4,3,10,5,0
USP32P1,0,2,1,0,0,10
SRP68P1,0,0,0,0,0,0
AC098850.4,0,0,0,0,0,0
AC098850.1,2,0,0,0,0,0
FAM106C,0,0,0,0,0,0
AC022596.1,0,0,0,0,0,0
NOS2P4,0,0,0,0,0,0
KRT16P6,0,0,0,0,0,0
KRT16P2,0,0,2,0,0,0
KRT17P1,0,0,0,0,0,0
KRT17P4,0,0,0,0,0,0
COTL1P1,0,0,0,0,0,0
AC022596.2,0,0,0,0,0,0
AL353996.1,0,0,0,0,0,0
TBC1D27P,2,0,0,0,0,0
TNFRSF13B,1,5,0,4,0,1
AC104024.1,4,10,2,4,8,10
LINC02090,0,1,4,2,3,3
AC104024.2,0,0,0,0,0,0
AC104024.3,0,0,0,0,0,14
AC104024.4,9,0,2,4,4,4
MPRIP,11423,11076,11389,11944,8677,11700
MPRIP-AS1,0,0,4,0,0,0
AC055811.1,20,9,12,36,14,22
RNU6-767P,2,5,0,4,4,0
RN7SL775P,2,0,0,1,4,6
AC055811.4,73,64,21,59,51,74
PLD6,68,48,144,42,32,60
AC055811.2,0,0,2,0,0,0
FLCN,1103,910,687,1194,790,1075
AC055811.3,4,0,2,2,0,8
ACTG1P24,2,0,8,0,2,6
COPS3,3084,3181,2164,2645,2324,4107
NT5M,591,424,320,362,392,469
RPL13P12,1340,1425,864,1096,1049,418
AC073621.2,0,0,0,0,0,0
TSEN15P1,0,2,0,0,0,5
AC073621.1,0,0,0,0,0,0
MED9,1054,903,675,1050,750,1268
RASD1,557,529,416,452,440,437
AC020558.6,12,9,1,4,13,12
PEMT,1081,1000,812,930,838,850
AC020558.2,23,35,17,31,25,27
RNU6-468P,0,0,0,0,0,0
AC020558.1,0,2,1,0,0,1
AC020558.5,6,3,2,1,0,4
SMCR2,0,1,0,0,0,5
AC020558.3,0,0,0,0,0,0
AC020558.4,0,0,0,0,0,0
RAI1,3402,3851,2270,3548,2264,2141
RAI1-AS1,10,0,2,1,0,0
SMCR5,8,9,15,4,15,12
AC122129.2,0,0,0,0,0,0
SREBF1,679,913,766,816,582,553
MIR6777,0,0,0,0,0,0
MIR33B,0,0,0,0,0,0
TOM1L2,9409,7816,5518,8393,6641,9543
AC122129.1,504,354,175,343,411,324
DRC3,135,182,102,160,112,172
ATPAF2,839,695,542,688,449,699
AC087163.1,0,0,0,0,0,0
AC087163.2,20,41,22,25,8,22
AC087163.3,7,2,0,7,7,1
GID4,693,720,255,695,596,857
DRG2,1145,1098,758,930,808,1534
AC087164.2,5,2,0,1,6,0
MYO15A,25,17,24,11,18,27
AC087164.1,0,2,4,0,0,8
ALKBH5,6852,5812,5364,6330,4769,5620
LLGL1,6546,5594,4591,5523,4361,4679
FLII,9805,8115,7907,8841,6857,10559
MIEF2,1663,1489,1886,1481,1220,1342
AC127537.1,16,8,8,16,6,6
TOP3A,1769,1675,992,1279,1149,2363
RPL7AP65,0,0,2,5,0,0
RPL21P121,0,3,0,0,0,0
SMCR8,1991,1941,1245,1736,1454,2688
SHMT1,317,311,136,169,169,448
MIR6778,0,0,0,0,0,0
EVPLL,0,0,0,0,0,0
AL353997.2,0,0,0,0,0,0
AL353997.3,0,0,0,0,0,0
AL353997.5,0,0,0,0,0,0
TBC1D3P4,0,0,0,0,0,0
LINC02076,2,2,7,0,0,0
KRT17P5,0,0,0,0,0,0
YWHAEP2,0,0,0,0,0,0
KRT17P2,0,0,0,0,0,0
KRT16P1,0,0,0,0,0,0
KRT16P4,0,0,0,0,0,0
AL353997.1,0,0,0,0,0,0
AL353997.4,0,0,0,0,0,0
TNPO1P2,0,0,0,0,0,0
LGALS9C,0,0,0,0,0,0
NOS2P2,0,0,0,0,0,0
FAM106A,7,9,4,8,4,2
USP32P2,2,0,0,3,0,0
SRP68P2,0,0,0,0,0,1
CCDC144B,6,10,6,10,0,0
AC107983.1,0,0,0,0,0,0
AC026271.4,0,0,0,0,0,0
TBC1D28,6,0,0,0,0,0
AC026271.2,0,0,0,0,0,0
AC026271.5,0,0,0,0,0,0
AC026271.1,259,363,319,359,240,160
ZNF286B,52,92,45,74,58,44
FOXO3B,487,470,220,431,284,293
UBE2SP2,7,12,9,11,7,4
TRIM16L,477,428,382,490,412,720
AC026271.3,0,0,0,0,0,0
FBXW10,6,12,0,12,4,2
TVP23B,665,769,514,836,508,489
AC107982.3,0,0,0,2,0,0
AC107982.1,0,0,0,0,0,0
PRPSAP2,1433,1393,889,1260,1176,2035
RN7SL627P,0,0,0,0,0,0
AC107982.2,1,6,5,0,0,0
AC090286.3,0,0,2,6,0,4
AC090286.2,0,0,0,0,0,0
SLC5A10,3,0,0,0,1,0
AC090286.1,0,0,0,0,0,0
FAM83G,441,294,896,319,350,332
AC090286.4,0,0,0,0,0,0
GRAP,4,0,6,6,8,0
AC003957.1,4,2,2,8,0,8
SNORD3B-1,0,5,1,0,0,2
SNORD3B-2,0,1,0,0,2,0
AC007952.3,0,0,0,0,0,0
KYNUP2,0,0,0,0,0,0
AC007952.7,0,0,0,0,0,0
AC007952.2,5,11,0,2,8,4
AC007952.4,3,5,0,0,0,0
SNORD3D,0,0,0,0,0,0
GRAPL,0,0,0,0,0,0
AC007952.6,4,14,4,0,0,2
AC007952.9,0,0,0,0,0,0
AC007952.1,0,0,2,0,0,0
AC007952.5,0,0,0,0,0,0
AC007952.8,0,0,0,0,0,0
KYNUP1,0,0,0,0,0,0
SNORD3A,6,2,0,6,10,7
SNORD3C,0,1,0,0,0,1
AC106017.1,0,0,2,0,0,0
KYNUP3,0,0,0,0,0,0
EPN2,2137,2027,1283,1861,1636,1699
AC106017.2,0,0,0,0,0,0
EPN2-AS1,12,2,2,14,6,4
B9D1,671,486,441,475,474,599
MIR1180,1,0,8,1,0,0
AC124066.1,4,5,6,1,6,16
MAPK7,1052,1084,636,964,788,801
MFAP4,3267,1370,559,1086,2128,1883
AC004448.5,0,0,0,0,0,0
RNF112,4,2,10,4,0,4
AC004448.3,0,0,0,0,0,0
AC004448.2,0,0,0,1,0,0
LINC02094,0,0,0,0,0,0
AC004448.4,0,0,0,0,0,0
RPS2P46,1251,1103,787,1003,930,1639
AC004448.1,0,0,0,0,0,0
SLC47A1,437,447,487,448,402,386
RPL17P43,0,0,0,0,0,0
SNORA59B,0,0,0,2,1,0
AC025627.1,10,6,3,3,2,0
SLC47A1P1,0,4,2,0,3,0
AC025627.2,0,0,2,0,0,0
AC025627.3,0,0,0,0,0,0
AC025627.4,0,0,0,0,0,0
MTND1P14,0,0,0,0,0,0
NMTRQ-TTG12-1,0,0,0,0,0,0
MTND2P12,0,0,1,0,0,0
MTCO1P39,0,0,0,0,0,0
SLC47A1P2,0,2,0,2,7,3
ALDH3A2,4443,4584,4699,5115,3788,3622
AC115989.1,2,2,8,1,2,2
AC115989.2,0,0,0,0,0,0
AC005722.2,0,0,2,0,0,1
SLC47A2,36,22,31,30,16,47
AC005722.3,2,2,6,2,0,0
AC005722.4,0,0,0,0,0,0
ALDH3A1,13,0,4,0,3,3
AC005722.1,0,0,0,0,0,0
ULK2,1477,1448,976,1128,1115,1407
NDUFB4P3,0,0,0,0,0,0
AC015726.3,0,0,0,0,0,0
AC015726.2,3,0,0,0,0,0
AC015726.1,5,9,2,4,7,10
AKAP10,1109,1258,614,1202,918,1085
AC005730.3,4,0,1,2,0,0
AC005730.2,8,0,0,4,0,0
SPECC1,4215,3381,2742,3474,2923,5125
AC005730.1,0,0,0,0,0,0
KCTD9P1,0,0,0,0,0,0
RNU6-258P,0,0,0,0,0,0
AC004702.1,0,0,0,0,1,1
RNU6-1057P,0,0,0,0,0,0
CCDC144CP,40,32,42,78,39,14
RNU6-467P,0,0,0,0,0,0
AC008088.1,0,0,0,0,0,0
AC008088.2,0,0,0,0,0,0
UPF3AP2,4,16,0,10,7,0
USP32P3,133,131,79,203,93,36
SRP68P3,5,2,2,6,0,0
AC015818.9,7,0,2,6,0,1
AC015818.10,6,6,2,10,2,4
NOS2P3,0,0,0,0,0,0
LGALS9B,0,0,0,0,0,0
TNPO1P3,7,7,13,13,4,43
YWHAEP3,0,0,0,0,0,0
KRT16P5,0,0,0,0,0,0
KRT16P3,2,0,0,4,0,0
AC015818.7,0,0,0,0,0,0
KRT17P6,0,0,0,0,0,0
KRT17P7,0,0,0,0,0,0
AC015818.6,0,0,0,0,0,0
AC015818.2,0,0,0,7,2,6
AC015818.5,0,1,0,0,0,4
TBC1D3P3,0,0,0,0,0,0
AC015818.8,0,0,0,0,0,0
AC015818.1,0,0,0,0,0,0
AC015818.3,0,0,0,0,0,0
COTL1P2,0,0,0,0,0,0
AC015818.4,0,0,0,0,0,0
CDRT15L2,0,0,0,0,0,0
ZSWIM5P2,9,1,1,0,2,5
MEIS3P2,62,30,47,33,53,58
AC087499.3,0,0,0,0,0,0
AC087499.1,0,0,0,0,0,0
AC087499.4,0,0,0,0,0,0
LINC02088,0,0,0,0,0,0
AC087499.7,0,0,0,0,0,0
AC087499.5,0,0,0,0,0,0
AC087499.6,0,0,0,0,0,0
AC087499.2,0,0,0,5,0,6
RNFT1P3,0,0,0,0,0,0
HNRNPA1P19,0,0,0,0,0,0
OLA1P2,0,0,0,0,0,0
SCDP1,3,1,4,2,2,10
AC126365.1,0,3,0,0,0,0
AC126365.2,0,0,0,0,0,0
ABHD17AP6,5,8,5,3,4,1
CCDC144NL,20,27,22,11,7,7
AC090774.2,0,0,0,0,0,0
CCDC144NL-AS1,451,331,220,269,370,306
RNU6-1178P,0,0,1,0,2,0
RNASEH1P1,6,6,6,5,7,7
AC090774.1,0,0,0,0,0,0
SPECC1P2,0,0,0,0,0,0
AC107926.1,0,1,0,0,1,0
AC087393.3,0,0,0,0,0,0
AC087393.1,1,0,0,1,0,0
USP22,19047,17153,12225,16243,13948,20068
AC087393.2,0,0,0,0,0,0
LINC01563,0,2,2,0,0,0
DHRS7B,500,432,351,470,302,692
TMEM11,1614,1235,1167,1441,1102,1557
AC087294.1,21,14,13,32,22,29
RN7SL426P,5,0,0,0,0,0
NATD1,2448,1954,1722,1825,1684,2271
EIF1P5,1,0,0,0,0,0
MAP2K3,2005,1578,2767,1604,1366,1751
KCNJ12,593,389,965,491,402,677
LINC02693,627,634,404,560,423,660
AC068418.3,8,2,8,1,2,12
PDLIM1P2,0,0,0,0,0,0
AC068418.2,0,0,0,0,0,0
AC068418.1,0,0,0,0,0,0
RPL21P120,0,0,6,0,2,1
AC233702.5,0,0,0,0,0,0
AC233702.7,4,1,0,0,0,0
AC233702.8,0,0,0,0,0,0
AC233702.6,0,0,0,0,0,0
AC233702.3,0,0,0,0,0,0
AC233702.2,0,0,0,0,0,0
AC233702.1,0,0,0,0,0,0
AC233702.4,0,0,0,0,0,0
AC233702.9,0,0,0,0,0,0
KCNJ18,0,0,0,0,0,1
AC243725.1,0,0,1,0,0,1
ABBA01006766.1,0,0,0,0,0,0
NCOR1P2,0,0,1,0,0,0
UBBP4,81,20,52,79,52,127
FTLP13,0,0,0,0,0,0
LINC02002,0,0,0,0,0,0
AC138761.1,0,0,0,0,2,0
AC138761.2,0,0,0,0,0,0
FAM27E5,0,0,0,0,0,0
AC087575.1,0,0,0,0,0,0
AC209154.1,0,0,0,0,0,0
AC132825.3,0,0,0,0,0,0
AC132825.4,0,0,0,0,0,0
AC132825.5,0,0,0,0,0,0
MTCYBP13,0,0,0,0,0,0
MTRNR2L1,0,0,0,0,0,2
AC132825.2,0,0,0,0,0,0
MTND1P15,0,0,0,0,0,0
MTND2P13,0,0,0,0,0,0
AC132825.1,0,0,0,0,0,0
NMTRS-TGA3-1,0,0,0,0,0,0
MTATP6P3,0,0,0,0,0,0
MTCO3P13,0,0,0,0,0,0
AC132825.7,0,0,0,0,0,0
AC132825.8,0,0,0,0,0,0
AC132825.6,0,0,0,0,0,0
AC131055.2,0,0,0,0,0,0
AC131055.1,0,0,0,0,0,0
AC131274.3,0,0,0,0,0,0
AC131274.1,0,0,0,0,0,0
AC131274.2,0,0,0,0,0,0
AC069061.1,0,0,0,0,0,0
AC069061.2,0,0,0,0,0,0
PDLIM1P3,0,0,0,0,0,0
GTF2IP6,0,0,0,0,0,0
VN1R71P,0,0,0,0,0,0
TUFMP1,13,11,10,21,0,14
AC129926.2,0,0,0,0,0,0
AC129926.1,0,0,0,0,0,0
RPL34P31,0,0,0,0,1,1
RPS16P8,0,0,0,0,0,0
AC026254.1,0,0,0,0,0,0
MIR4522,1,0,0,0,0,0
WSB1,8500,7309,4541,6986,7020,5354
AC026254.2,12,22,4,8,10,9
SYPL1P2,4,8,11,7,4,2
AC090615.1,0,0,0,0,0,0
TBC1D3P5,0,0,0,0,0,0
KSR1,1459,1114,1082,1144,1037,1812
AC069366.2,0,0,0,0,0,0
AC069366.1,0,0,0,0,0,0
ITM2BP1,2,0,0,0,6,0
AC015688.4,0,0,0,0,0,0
AC015688.6,0,0,0,0,0,0
LGALS9,27,33,14,1,14,31
NOS2P1,0,0,0,0,0,0
AC015688.3,0,0,0,0,0,0
AC015688.5,0,0,0,0,0,0
CPDP1,0,0,0,0,0,0
AC015688.2,0,0,0,0,0,0
AC015688.1,0,0,0,0,0,0
AC130289.1,0,0,0,0,0,0
AC130289.2,0,0,0,0,0,0
LGALS9DP,0,0,0,0,0,0
NOS2,0,0,3,0,2,12
AC005697.1,0,0,0,0,0,0
AC005697.2,0,1,2,0,0,0
LYRM9,121,137,79,132,82,143
LINC01992,0,0,0,0,2,0
AC005697.3,0,0,0,0,0,0
AC090287.2,0,0,0,0,0,0
AC090287.3,0,0,0,0,0,0
AC090287.1,0,0,0,0,0,0
NLK,1902,2169,1744,2380,1585,2251
AC100852.1,0,0,0,0,0,0
RPS29P22,1,0,0,0,0,0
AC061975.8,4,15,7,6,2,26
AC061975.7,0,2,0,4,0,0
PYY2,7,3,0,16,0,12
ERVE-1,0,0,0,0,0,0
AC061975.6,2,0,0,0,0,0
PPY2P,0,0,0,0,0,0
AC061975.2,0,0,0,0,0,0
AC061975.4,0,0,0,0,0,0
AC061975.1,0,0,0,4,0,0
AC061975.5,0,4,11,3,0,4
AC061975.3,2,3,0,0,0,0
KRT18P55,2,1,8,14,0,4
TMEM97,2777,2880,4782,2979,2034,3649
IFT20,727,739,685,750,490,1022
TNFAIP1,5046,4188,5899,4891,3510,6790
POLDIP2,4953,4559,4145,4346,3443,6874
TMEM199,268,317,170,280,192,417
AC002094.1,0,0,0,0,0,0
MIR4723,0,0,0,0,0,0
AC002094.2,0,0,0,0,0,0
SEBOX,0,0,0,0,0,0
AC002094.3,0,0,0,0,0,0
SARM1,241,209,164,156,247,173
VTN,1113,233,138,288,705,1068
AC002094.4,1,2,0,0,2,0
AC002094.5,0,2,5,1,2,2
SLC46A1,145,96,73,87,99,139
AC015917.2,0,0,0,0,0,0
H3P41,0,0,0,0,0,0
AC015917.1,0,0,0,0,0,0
AC005726.1,2,0,0,0,1,0
RPS7P1,1305,1496,895,1080,988,2202
SLC13A2,0,0,0,0,0,0
FOXN1,0,0,6,0,0,0
UNC119,1182,1206,915,1160,962,1436
PIGS,6435,5780,5763,6004,4612,9290
ALDOC,1468,1075,918,928,1122,2311
AC005726.3,0,0,0,0,0,0
SPAG5,788,745,256,498,521,1695
SPAG5-AS1,9,18,12,15,11,27
RSKR,140,156,36,127,110,139
AC005726.4,0,0,0,0,0,0
KIAA0100,5472,4797,3943,4691,4260,9868
AC005726.2,7,3,0,5,3,4
SDF2,1256,1259,1186,1332,861,2173
RPS12P28,0,0,0,0,0,0
SUPT6H,7154,6925,4331,6961,5072,11026
AC010761.3,14,11,7,5,4,4
PROCA1,125,112,126,128,88,204
RAB34,3018,2922,2753,2751,2342,3534
RPL23A,6102,6147,4203,5565,4622,8875
SNORD42B,0,0,0,0,0,0
AC010761.1,40,38,18,32,29,61
SNORD4A,0,0,0,0,0,0
SNORD42A,0,0,0,0,0,0
SNORD4B,0,0,0,0,0,0
TLCD1,200,127,243,159,110,253
NEK8,204,167,88,159,158,241
AC010761.6,0,0,0,0,0,1
AC010761.2,0,0,0,0,0,0
TRAF4,2910,2677,3099,2974,1865,2788
AC010761.4,7,18,18,11,5,1
AC010761.5,0,0,0,0,0,0
FAM222B,2016,2029,1660,2053,1492,2010
RPL31P58,0,0,0,6,0,0
AC024267.1,0,0,0,0,2,0
AC024267.3,0,0,0,0,0,0
ERAL1,2051,1735,1452,1849,1449,3032
AC024267.2,0,0,0,0,0,0
MIR451A,0,0,0,0,0,0
MIR451B,0,0,0,0,0,0
MIR144,0,0,0,0,0,0
MIR4732,0,0,0,0,0,0
FLOT2,9314,9144,7679,9882,6449,11123
AC024267.4,28,9,11,9,13,3
AC024267.7,0,0,0,0,0,0
DHRS13,203,191,135,179,175,107
PHF12,1829,1864,892,1791,1406,2061
AC024267.5,7,5,0,2,2,4
AC024267.6,16,4,2,0,8,4
PIPOX,133,123,118,99,79,185
SEZ6,55,69,38,51,18,38
AC024619.2,0,0,0,0,0,0
AC024619.1,0,1,0,0,0,0
AC024619.4,1,2,1,0,2,0
MYO18A,27696,21013,16317,22047,19864,29600
TIAF1,226,215,95,213,187,277
AC024619.3,3,0,0,3,2,0
AC005412.1,0,0,0,0,0,0
TWF1P1,85,58,96,94,62,76
CRYBA1,0,0,0,2,0,0
NUFIP2,4768,5275,3150,5352,4110,3506
RPL35AP35,0,0,0,0,0,0
AC068025.2,2,1,2,0,0,0
AC068025.1,5,0,6,0,0,2
RNU4-34P,0,0,0,0,0,0
TAOK1,5877,6476,3908,6754,4807,4053
MIR4523,0,0,0,0,0,0
RNU6-711P,0,0,0,0,0,0
RNU6-1034P,0,0,0,0,0,0
ABHD15,332,373,511,333,218,350
ABHD15-AS1,0,0,1,0,0,0
TP53I13,1510,1669,1359,1575,1027,872
AC104564.3,23,12,13,18,17,11
GIT1,2683,2939,1877,2740,1797,2013
ANKRD13B,427,572,464,528,301,308
AC104564.4,0,0,0,0,0,0
CORO6,16341,13783,11678,14433,12416,14202
AC104564.2,53,37,64,42,27,49
SSH2,5326,5167,5210,5830,3881,7218
AC104564.1,6,4,6,3,2,17
RNU6-920P,0,8,4,11,3,0
AC104564.5,23,8,6,11,6,2
RPL21P123,0,0,0,0,0,0
AC023389.2,3,7,1,2,4,0
AC023389.3,10,5,0,3,0,0
AC023389.1,0,0,0,0,0,0
RPL9P30,1,0,0,1,0,0
AC104982.2,0,0,0,0,3,0
AC104982.1,0,0,0,0,0,0
EFCAB5,22,16,26,35,27,32
AC104982.3,0,0,0,0,0,0
RNY4P13,0,0,0,0,0,0
AC104996.3,0,0,0,0,0,0
AC104996.1,0,0,0,0,0,0
AC104996.2,2,0,0,0,0,0
AC104984.3,0,1,0,1,0,4
NSRP1,1353,1398,925,1293,1137,1177
MIR423,0,0,0,0,0,0
hsa-mir-423,0,0,0,0,0,0
MIR3184,0,0,0,0,0,0
AC104984.4,5,0,0,3,0,0
AC104984.6,1,4,0,1,2,0
SLC6A4,1385,561,627,666,1116,799
AC104984.2,5,1,2,3,1,0
AC104984.5,1,1,0,2,1,8
AC104984.1,1,0,0,1,0,0
BLMH,2785,2299,1465,1969,2082,3113
RNU6-1267P,0,3,0,0,0,0
TMIGD1,0,0,0,0,0,0
AC090685.1,0,0,0,0,0,0
RNU6-990P,0,0,0,0,0,0
CPD,4480,4495,3506,4509,3893,4413
GOSR1,1843,1900,1140,1663,1454,1944
ALOX12P1,2,3,0,0,0,0
AC011840.3,0,0,0,0,0,0
AC011840.5,0,0,0,0,0,0
TBC1D29P,2,0,0,3,0,2
AC011840.4,0,0,0,0,0,0
AC011840.2,5,0,0,0,0,0
KRT17P3,0,0,0,0,0,0
AC011840.1,0,0,0,0,0,0
AC005562.1,21,36,24,22,17,15
SMURF2P1,20,56,34,42,27,9
AC005562.2,0,0,0,0,0,0
SH3GL1P2,6,0,2,4,13,18
LRRC37BP1,344,411,268,393,346,142
RN7SL316P,6,1,0,6,0,0
SUZ12P1,354,375,159,352,250,200
AC127024.7,0,0,1,0,0,0
AC127024.3,1,2,7,1,0,0
AC127024.2,5,7,4,9,8,0
AC127024.8,9,14,10,18,9,2
CRLF3,362,500,200,435,393,376
AC127024.4,4,8,3,16,3,10
AC127024.5,22,19,8,21,18,4
AC127024.6,0,0,0,1,0,1
AC127024.1,0,0,0,0,0,0
ATAD5,226,272,115,156,163,116
AC130324.2,0,3,0,0,0,0
RNU6-298P,0,0,0,0,0,0
AC130324.1,0,4,0,0,0,0
TEFM,177,215,147,213,159,192
AC130324.3,0,0,0,0,0,0
ADAP2,16,15,7,8,7,10
AC138207.1,0,0,0,0,0,0
RN7SL138P,0,0,0,0,0,0
AC138207.5,0,0,0,0,0,0
AC138207.9,0,0,0,0,0,0
RNF135,65,51,26,37,23,50
AC138207.4,4,2,2,0,4,0
DPRXP4,0,2,0,0,0,0
AC138207.7,0,0,0,0,0,0
AC138207.3,0,1,3,1,0,0
AC138207.8,10,18,24,20,18,10
AC138207.6,0,2,3,0,2,3
AC138207.2,32,36,32,21,28,23
MIR4733,0,0,0,0,0,0
NF1,4585,4687,4013,5313,3652,5855
AC079915.1,2,4,0,1,0,0
OMG,13,3,6,19,0,24
EVI2B,0,6,1,0,0,0
AC134669.1,1,0,0,0,0,0
EVI2A,0,0,1,0,0,2
AK4P1,51,38,53,43,51,109
RAB11FIP4,224,156,181,108,158,236
RN7SL79P,0,0,0,0,0,0
RN7SL45P,0,0,0,0,0,0
AC003101.3,0,0,0,0,0,0
MIR4724,0,0,0,0,0,0
MIR193A,0,0,0,0,0,0
AC003101.2,3,0,0,0,0,0
RNU6ATAC7P,0,0,0,0,0,0
AC003101.1,0,0,0,0,0,0
MIR4725,0,0,0,0,0,0
MIR365B,0,0,0,0,0,0
AC007923.4,0,0,4,0,0,0
AC007923.3,0,0,0,0,0,0
RNU6-1134P,0,0,0,0,0,0
AC007923.2,0,0,0,0,0,0
AC007923.1,0,0,0,0,0,0
AC004253.2,0,0,0,0,0,0
COPRS,1126,975,1059,1032,701,1699
UTP6,1773,1713,1283,1609,1395,2286
AC004253.1,6,3,8,3,5,1
SUZ12,2207,2245,1406,2417,1882,1520
RNA5SP437,0,0,0,0,0,0
AC090616.3,1,2,0,0,0,0
LRRC37B,134,227,119,168,150,205
AC090616.4,0,0,0,0,0,0
SH3GL1P1,40,28,10,22,18,6
AC090616.6,10,11,5,11,16,0
AC090616.2,0,0,0,0,0,0
AC090616.5,0,0,0,0,0,0
AC090616.1,0,0,0,0,0,0
WDR45BP1,6,6,3,4,8,9
AC116407.2,2,8,20,2,5,0
AC116407.1,92,62,43,63,82,56
RHOT1,2336,2187,1604,2260,1849,2231
ARGFXP2,4,2,2,5,4,12
AC116407.4,10,11,11,7,15,10
AC116407.3,46,20,20,15,19,10
UBL5P2,1,0,2,0,1,1
AC026620.2,0,0,0,0,0,0
RHBDL3,4,23,9,7,0,0
AC026620.1,0,0,0,0,0,0
AC005899.5,0,0,0,0,0,0
C17orf75,882,798,564,853,663,967
AC005899.4,0,0,0,0,0,0
OOSP1P2,0,0,0,0,0,0
MIR632,0,0,0,0,0,0
ZNF207,5037,5044,3428,4585,3804,4456
AC005899.7,2,6,4,5,6,4
AC005899.8,6,2,4,9,16,0
AC005899.6,8,2,0,5,0,1
AC005899.9,14,3,5,3,0,2
AC005899.2,0,0,0,0,2,2
AC005899.3,0,0,0,0,4,0
PSMD11,4139,4130,2644,3807,3031,5615
AC005899.1,0,0,0,1,2,0
CDK5R1,316,335,134,325,216,190
