Geneid,NCH3_2_DAPT,NCH3_1_DAPT,NCH1_2_DAPT,NCH3_2_DMSO,NCH1_1_DAPT,NCH1_1_DMSO,NCH1_2_DMSO,NCH3_1_DMSON
IGLV3-7,0,0,0,0,0,0,0,0
IGLV3-6,0,0,0,0,0,0,0,0
IGLV2-5,0,0,0,0,0,0,0,0
IGLV3-4,0,0,0,0,0,0,0,0
IGLV4-3,0,0,0,0,2,0,0,0
IGLV3-2,0,0,0,0,0,0,0,0
IGLV3-1,0,0,0,0,0,0,0,0
MIR5571,0,0,0,0,0,0,0,0
IGLL5,0,0,0,0,0,0,0,0
IGLJ1,0,0,0,0,0,0,0,0
IGLC1,0,0,0,0,0,0,0,0
IGLJ2,0,0,0,0,0,0,0,0
IGLC2,0,0,0,0,0,0,0,0
IGLJ3,0,0,0,0,0,0,0,0
IGLC3,0,0,0,0,0,0,0,0
IGLJ4,0,0,0,0,0,0,0,0
IGLC4,0,0,0,0,0,0,0,0
IGLJ5,0,0,0,0,0,0,0,0
IGLC5,0,0,0,0,0,0,0,0
IGLJ6,0,0,0,0,0,0,0,0
IGLC6,0,0,0,0,0,0,0,0
IGLJ7,0,0,0,0,0,0,0,0
IGLC7,0,0,0,0,0,0,0,0
AC245054.2,0,0,0,0,0,0,0,0
AC245054.1,0,0,0,0,0,0,0,0
RSPH14,28,16,25,14,28,19,32,3
GNAZ,108,84,500,76,50,38,379,40
AC000029.2,0,1,0,0,0,0,0,0
AC000029.1,0,0,0,0,0,0,0,0
RAB36,47,19,369,22,33,29,335,20
BCR,3408,3082,3848,2722,2387,2489,3907,1768
BCRP8,3,0,1,0,0,0,0,0
RN7SL263P,3,2,3,0,0,32,5,0
FBXW4P1,28,26,28,23,18,38,16,12
AP000343.1,0,0,0,0,0,0,0,0
LINC02556,2,0,0,0,2,0,0,0
CES5AP1,0,0,37,1,0,0,6,0
ZDHHC8P1,4,24,478,6,30,26,443,28
AP000344.2,6,0,92,2,1,5,55,0
LINC01659,2,0,16,0,0,0,34,0
AP000344.1,0,0,26,0,0,0,9,4
FAM230I,0,0,21,0,0,0,0,0
AP000345.3,0,0,9,0,0,0,8,4
LINC02557,0,0,10,0,0,0,13,0
PCAT14,32,122,4875,49,71,883,4333,24
AP000345.1,0,0,0,0,0,0,0,0
IGLL1,0,0,0,0,0,0,0,0
AP000345.2,0,0,4,0,0,0,0,0
AP000346.4,0,0,0,0,4,0,0,0
DRICH1,0,2,10,2,1,0,14,0
AP000346.3,1,0,0,0,0,0,0,0
AP000346.1,0,0,0,0,0,0,0,0
GUSBP11,147,213,233,116,140,104,248,104
AP000346.2,2,2,0,2,0,0,6,4
ASLP1,8,8,2,17,8,0,15,6
AP000347.1,49,51,36,30,15,17,47,24
RGL4,20,15,5,0,0,0,6,5
ZNF70,457,432,548,343,259,323,535,157
VPREB3,19,8,16,30,38,36,16,3
C22orf15,11,36,50,24,53,21,31,6
CHCHD10,7152,6895,2463,6201,6470,6697,4423,7936
MMP11,3000,1801,1608,2099,2884,2572,1699,984
SMARCB1,3452,3400,7286,3043,3994,4271,7564,2538
DERL3,111,126,94,62,170,140,82,126
AP000350.5,5,2,1,6,0,2,3,3
SLC2A11,858,612,363,668,753,655,540,564
AP000350.4,0,0,0,0,0,0,0,0
AP000350.7,37,35,14,27,12,25,8,14
RN7SL268P,53,51,49,55,80,58,21,18
MIF,6,0,9,0,13,3,11,0
MIF-AS1,11,0,106,11,64,29,78,0
AP000350.6,0,0,115,2,104,128,95,0
AP000350.2,4,0,34,0,6,10,4,0
AP000350.1,0,0,0,0,0,0,0,0
AP000350.3,0,0,0,0,0,0,0,0
GSTT2B,136,134,50,48,17,12,38,271
AC253536.2,0,0,0,0,0,0,0,0
DDTL,30,46,88,54,49,51,46,66
AC253536.6,21,2,10,18,8,43,26,8
DDT,3,0,0,3,0,0,1,3
AC253536.7,0,0,0,0,0,0,0,1
AC253536.1,0,0,0,0,0,0,0,0
AC253536.5,0,0,0,0,0,0,0,0
GSTT2,5,26,0,4,0,0,12,27
GSTT4,0,0,0,0,0,0,2,0
AC253536.4,0,0,0,0,0,0,0,0
CABIN1,5389,4738,3217,4591,3579,3487,4015,2889
AC253536.3,79,92,13,61,30,26,4,34
SUSD2,141,204,482,211,54,419,496,37
GGT5,39,42,66,54,16,8,108,0
GGTLC4P,3,2,2,0,1,0,0,0
POM121L9P,15,9,35,4,16,23,48,3
BCRP1,3,3,13,4,9,1,12,0
AP000354.1,0,0,0,0,0,0,0,0
SPECC1L,2069,1816,1701,1554,1573,1545,1613,1447
SPECC1L-ADORA2A,0,6,0,0,0,0,0,0
ADORA2A,48,21,5,37,16,11,1,2
ADORA2A-AS1,76,95,29,26,27,18,46,11
UPB1,27,18,15,23,6,16,19,49
AP000355.1,2,2,0,10,10,0,0,6
GUCD1,4960,4178,3543,3892,4333,4091,4548,2992
SNRPD3,3064,3214,2389,2391,2971,3193,2650,2010
GGT1,910,526,262,453,292,208,303,370
LRRC75B,539,577,934,474,488,566,946,283
AP000356.1,0,0,0,0,2,0,0,0
BCRP3,41,11,14,12,21,6,40,0
AP000356.4,0,0,0,0,0,0,0,0
AP000356.3,34,13,38,15,18,21,56,11
AP000356.2,37,22,22,23,11,3,17,6
POM121L10P,0,0,0,0,0,0,0,0
ARL5AP4,0,0,0,4,0,0,0,0
AP000357.1,1,3,2,0,1,1,0,0
AP000357.2,1,0,2,0,0,0,6,0
AP000358.1,0,0,0,0,0,0,6,0
CRIP1P4,0,0,0,0,0,0,0,0
PIWIL3,2,0,5,0,0,16,0,0
SGSM1,26,16,47,4,6,0,22,6
AL049759.1,0,0,0,0,0,0,0,0
TMEM211,0,0,0,0,0,0,0,0
KIAA1671,2947,3278,1887,2542,2144,2433,2399,1948
AL022323.2,0,9,2,0,8,0,2,0
AL022323.4,0,0,0,0,0,0,0,0
AL022323.1,0,6,4,2,0,0,0,0
AL022323.3,7,58,17,31,13,8,35,22
KIAA1671-AS1,2,0,2,0,0,6,0,1
Z99916.2,12,0,1,20,5,7,4,10
CRYBB3,1,6,22,4,0,3,9,0
Z99916.1,1,4,2,0,0,0,1,0
CRYBB2,1,5,6,3,3,0,1,6
Z99916.3,0,0,0,0,0,0,0,0
AL022332.1,0,0,6,0,0,0,3,0
AL022324.4,0,0,0,0,0,0,0,0
AL022332.2,0,0,0,0,0,0,0,0
IGLL3P,0,0,0,0,0,0,0,0
AL022324.1,1,6,6,0,0,0,0,0
AL022324.2,12,5,18,14,5,3,6,0
LRP5L,72,70,167,83,22,53,163,34
AL022324.3,0,0,2,0,0,0,0,2
AL008721.1,0,0,0,0,2,0,3,0
IGLVIVOR22-1,0,0,2,0,0,0,10,0
CRYBB2P1,594,548,540,476,466,487,699,398
MIR6817,0,0,0,0,0,0,0,0
AL008721.2,179,180,61,148,108,121,74,139
AL022329.1,0,0,12,0,0,0,2,0
GRK3,1110,1021,1334,798,639,825,1309,605
AL022329.2,0,3,0,0,0,0,0,0
YES1P1,8,13,1,4,8,0,2,4
RNA5SP494,0,1,0,3,0,0,0,0
MYO18B,18586,18238,1396,18260,11754,14402,6086,12015
AL022329.3,17,23,4,23,9,2,0,5
MYO18B-AS1,75,21,1,31,18,6,4,27
Z98949.2,28,21,0,6,7,0,0,14
RN7SKP169,4,0,0,4,11,0,0,0
Z98949.1,0,4,0,0,0,0,0,0
LINC02559,0,0,0,0,0,0,0,0
AL022337.1,0,0,7,0,0,0,3,0
SEZ6L,0,12,153,0,8,2,115,0
AL080273.1,0,0,0,0,0,0,0,0
RNA5SP495,0,0,0,0,0,0,0,0
Z99714.1,0,0,0,0,0,0,0,0
ASPHD2,71,73,145,25,71,70,150,49
HPS4,785,717,1997,818,825,839,1587,330
SRRD,857,685,710,623,623,588,906,361
TFIP11,1021,813,1076,805,760,881,1366,656
Z95115.1,103,52,327,107,88,149,229,89
TPST2,1272,748,1404,634,607,704,1540,557
MIR548J,0,0,0,0,0,0,0,0
HMGB1P10,18,43,20,4,4,21,11,21
Z95115.2,5,0,0,0,0,0,0,0
CRYBB1,0,2,83,0,0,16,66,0
CRYBA4,0,0,51,0,0,6,36,0
ISCA2P1,0,0,1,2,0,0,5,0
MIAT,13,18,1880,0,32,21,1775,4
Z99774.5,0,0,0,0,0,0,0,0
Z99774.1,0,0,0,0,0,0,1,0
Z99774.4,0,0,0,0,0,0,0,0
Z99774.2,0,0,0,0,0,0,0,0
MIATNB,99,118,90,91,97,102,69,69
Z99774.3,0,0,0,0,0,0,0,0
LINC01422,94,57,29,60,24,12,20,23
Z97353.1,6,2,18,6,6,2,24,2
Z97353.2,2,2,7,0,0,0,6,10
AL008638.3,0,2,0,0,0,0,0,0
RNU6-1066P,0,0,0,0,0,0,0,0
AL008638.5,0,0,0,0,0,0,0,0
AL008638.4,0,0,0,0,0,0,0,0
AL008638.2,0,0,0,0,0,0,0,0
AL008638.6,0,0,0,0,0,0,0,0
AL008638.1,2,0,3,0,0,0,4,0
AL021153.1,0,0,0,0,0,0,0,0
LINC01638,8,8,16,2,6,8,40,0
AL020994.3,0,0,0,0,0,0,0,0
AL020994.1,0,0,0,0,0,0,0,0
LINC02554,12,5,10,2,18,10,2,0
AL020994.2,0,4,0,0,0,0,0,0
AL049536.1,0,0,6,2,0,0,0,1
AL050402.2,0,0,0,0,0,0,0,0
AL050402.1,0,0,2,0,0,0,0,0
AL133456.1,0,0,0,1,0,3,0,0
AL121885.2,0,0,14,0,0,0,24,0
AL121885.3,0,0,0,0,0,0,0,0
AL121885.1,0,0,0,0,0,0,0,0
MN1,2560,2180,2233,1505,1077,826,2619,1287
PITPNB,4224,4113,3713,3389,3401,3576,4358,2572
TTC28-AS1,571,655,799,594,487,556,916,337
AL031591.2,0,0,0,0,0,0,0,0
MIR3199-1,0,0,0,0,0,0,0,0
MIR3199-2,0,0,0,0,0,0,0,0
AL031591.1,0,0,0,0,0,0,0,0
TTC28,4142,3051,2261,3052,3145,2859,2383,1625
AL033538.1,0,0,0,0,0,0,0,0
AL033538.2,0,0,0,0,0,0,0,0
RN7SL757P,0,0,0,0,0,0,0,0
AL023281.2,0,0,0,0,0,0,0,0
AL023281.1,4,0,0,0,0,0,0,0
MIR5739,4,1,3,0,0,0,0,0
RN7SL162P,2,0,1,0,0,0,0,0
CHEK2,440,457,1361,294,417,444,1262,266
HSCB,302,223,298,206,222,243,253,180
CCDC117,1448,1499,1427,1135,1776,1845,1778,1125
XBP1,3739,3490,4015,2798,2961,3233,5336,2235
Z93930.2,37,20,29,42,15,35,47,16
Z93930.3,28,5,6,16,0,0,14,10
Z93930.1,0,0,0,0,0,0,0,0
ZNRF3,1438,1478,1231,1162,1100,1029,1256,971
ZNRF3-IT1,0,0,2,0,0,0,2,2
ZNRF3-AS1,2,2,0,6,0,1,6,10
C22orf31,0,0,0,2,0,0,4,0
KREMEN1,1250,1791,913,1567,991,1247,1111,1098
AL021393.1,0,0,0,3,0,3,6,0
RNU6-810P,0,0,0,0,0,0,0,0
RNU6-1219P,0,0,0,2,0,0,0,0
EMID1,125,161,715,203,60,98,519,67
RHBDD3,1090,888,1443,907,1072,1021,1290,774
AL031186.1,10,3,21,26,7,4,8,10
EWSR1,9775,8524,14673,7652,9553,10699,14720,5884
GAS2L1,824,782,643,527,732,607,734,527
RASL10A,88,194,158,101,64,89,125,148
AC002059.1,0,2,0,0,0,6,9,0
AP1B1,4405,4184,3715,3530,3844,4115,4525,3597
AC002059.2,1,0,0,0,0,0,3,0
SNORD125,0,0,0,0,0,0,0,0
AC002059.3,0,0,0,0,1,0,8,0
AC000041.1,0,0,0,0,0,0,0,0
RFPL4AP6,0,0,0,0,0,0,0,0
RFPL1S,25,23,89,3,1,8,152,6
RFPL1,0,0,1,0,0,0,0,0
NEFH,136,93,842,141,119,202,1005,184
AC000035.1,0,0,0,0,0,0,0,0
THOC5,2136,1718,2607,1578,1665,2108,2906,1523
AC005529.1,0,0,0,0,0,0,0,0
NIPSNAP1,3822,3164,7471,2672,3436,3261,6687,2804
NF2,2390,1722,1374,1733,2083,2036,1836,1333
RPEP4,0,14,0,4,0,0,0,0
AC004882.2,0,0,0,0,0,0,0,0
AC004882.3,0,0,0,0,0,0,0,0
CABP7,10,3,78,2,23,11,58,1
ZMAT5,548,455,293,335,474,469,295,385
AC004882.1,0,0,0,0,0,0,0,0
AC004882.4,7,6,8,6,21,3,8,20
UQCR10,2388,2314,1113,1848,2332,2334,1349,2120
ASCC2,2307,1967,1611,1409,1860,1875,2024,1635
MTMR3,410,321,210,229,257,284,233,211
RNU6-331P,4,0,0,0,0,0,0,0
AC003681.1,207,241,108,174,117,72,187,94
MIR6818,0,0,0,0,0,0,0,0
HORMAD2-AS1,6,1,3,0,0,0,0,0
CNN2P1,0,0,0,0,7,2,2,0
HORMAD2,0,0,0,0,0,0,0,0
AC003071.2,0,0,0,0,0,0,0,0
AC003071.1,0,0,0,0,0,0,0,0
AC002378.1,0,0,0,0,0,0,0,0
LIF-AS1,0,0,0,0,0,0,0,0
LIF,122,84,230,38,145,93,256,59
AC004264.1,0,7,9,2,5,14,14,7
OSM,4,0,0,0,0,0,0,2
AC004264.2,4,13,0,2,1,0,9,0
CASTOR1,12,10,13,15,6,24,6,2
AC004997.1,0,0,4,0,0,0,0,0
TBC1D10A,236,357,174,257,250,197,299,224
SF3A1,4169,3837,3955,3620,3518,4045,4304,2594
CCDC157,137,112,146,87,78,91,106,71
RNF215,473,568,654,483,517,483,710,305
SEC14L2,104,45,86,40,86,56,94,44
AC004832.3,0,0,0,0,0,0,0,0
AC004832.5,2,0,0,12,7,8,0,5
RNU6-564P,0,0,4,8,0,0,0,3
AC004832.4,4,6,8,4,6,0,0,2
MTFP1,17,17,22,11,23,19,37,30
AC004832.6,0,0,6,0,0,0,0,0
AC004832.2,0,0,0,0,0,0,0,0
SEC14L3,0,0,0,0,0,0,0,0
AC004832.1,0,0,0,0,0,0,0,0
SDC4P,0,0,0,0,0,0,0,0
SEC14L4,2,0,0,0,0,1,0,0
SEC14L6,0,0,85,0,0,12,84,4
SIRPAP1,63,42,21,55,2,0,4,43
GAL3ST1,33,15,139,13,44,62,170,16
PES1,1715,1830,4468,1367,1657,1910,4406,1317
AC005006.1,1,0,0,0,0,0,4,0
TCN2,490,476,747,327,244,261,1031,292
SLC35E4,626,634,231,510,337,309,261,394
DUSP18,168,118,71,147,87,146,64,109
AC003072.1,31,35,36,18,15,4,23,10
AC003072.2,0,0,0,0,0,0,0,0
OSBP2,5378,5432,612,4822,4560,4480,1202,3543
MIR3200,0,0,0,0,0,0,0,0
EIF4HP2,80,85,18,92,56,34,8,37
MORC2-AS1,16,21,2,26,5,12,0,13
MORC2,2044,1849,1668,1510,1775,1586,2101,1324
TUG1,7083,7879,5711,6456,6466,7291,6658,4291
AC004542.5,0,0,0,0,0,0,0,0
AC004542.4,0,0,0,0,0,0,0,0
AC004542.6,0,0,0,0,0,0,0,0
AC004542.3,0,0,0,0,0,0,0,0
AC004542.2,0,0,0,0,0,0,0,0
AC004542.1,0,0,0,0,0,0,0,0
AC005005.4,2,0,0,0,0,0,2,0
RN7SL633P,0,0,0,0,0,0,0,0
SMTN,1455,1229,878,1157,1342,1230,1766,1142
AC005005.3,41,15,16,31,21,29,12,30
SELENOM,902,994,558,806,844,740,914,1089
AC005005.2,9,0,0,9,10,0,0,10
INPP5J,1324,1204,328,1093,868,731,645,1443
PLA2G3,24,20,235,8,65,55,381,84
AC005005.1,0,0,0,0,0,0,0,0
MIR3928,0,0,0,0,0,0,0,0
RNF185,2022,1921,1670,1607,1910,1687,1737,1453
RNF185-AS1,0,0,0,0,0,0,0,0
LIMK2,1324,1213,1759,1157,1586,1600,1973,646
RNU6-1128P,9,0,0,2,0,0,0,0
AC002073.1,0,0,0,0,0,0,4,0
PIK3IP1,1462,1383,480,1281,1296,1090,534,955
PIK3IP1-AS1,28,10,4,11,14,12,7,7
RNA5SP496,0,0,0,0,0,0,1,0
PATZ1,1678,1932,3034,1479,1748,2005,2828,1154
LINC01521,428,418,442,498,422,576,435,314
RNU6-338P,0,0,0,0,0,0,0,0
DRG1,2616,2544,2812,2035,2476,2420,3011,1794
EIF4ENIF1,1608,1418,992,1298,1417,1327,1465,1013
AL096701.3,27,25,6,32,15,15,3,5
RNU6-28P,0,0,0,0,0,0,2,0
SFI1,413,391,793,335,352,291,808,180
AL096701.4,6,24,19,2,12,18,12,2
H2AZP6,0,0,0,0,0,0,0,0
AL096701.2,0,0,2,0,0,0,0,0
AL096701.1,0,0,1,0,0,0,0,6
PISD,852,817,1444,761,1154,1062,1582,730
MIR7109,0,0,0,0,0,0,0,0
PRR14L,2232,2077,2147,1580,1211,1468,2611,914
DEPDC5,683,540,519,651,329,456,653,398
Z82190.2,0,0,0,0,0,0,0,0
RN7SL20P,0,0,0,0,0,0,0,0
AL022331.1,0,0,0,0,0,1,2,8
RNU6-201P,0,0,0,0,0,0,0,0
Z82190.1,0,2,0,4,4,0,6,0
Z82248.1,0,1,3,11,0,1,2,8
C22orf24,12,32,41,64,49,56,17,17
YWHAH,4475,4550,4365,3710,4312,4354,5666,3898
AL008719.1,0,0,0,0,0,0,0,0
LINC02558,0,0,0,0,0,0,0,0
RN7SL305P,0,0,0,0,0,0,0,0
Z74021.1,89,82,232,87,87,113,233,39
SLC5A1,6180,4118,253,4097,6417,5957,1046,2732
AP1B1P1,0,0,0,0,2,0,0,0
Z83839.1,0,0,0,0,0,0,0,0
AP1B1P2,0,0,0,0,0,0,0,0
Z83839.2,0,0,0,0,0,0,0,0
C22orf42,0,0,0,0,0,4,0,0
AL008723.1,0,0,0,0,0,0,0,0
AL008723.3,0,0,0,0,0,0,0,0
RFPL2,7,0,32,10,0,21,26,0
IGLCOR22-1,0,0,0,0,0,0,0,0
SLC5A4-AS1,19,0,8,17,0,2,2,3
SLC5A4,3,0,5,4,3,0,10,0
CPSF1P1,0,0,0,0,0,0,0,0
AL008723.2,4,0,0,1,0,0,0,0
AL021937.3,0,0,0,0,0,0,0,0
RFPL3,0,0,0,6,0,0,0,0
IGLCOR22-2,0,0,0,0,0,0,0,0
RFPL3S,6,9,2,4,0,1,4,3
AL021937.6,0,0,0,0,0,0,0,0
AL021937.5,0,0,0,0,0,0,0,0
AL021937.1,14,0,5,1,6,2,2,2
IGLVIVOR22-2,0,0,2,2,2,4,0,0
AL021937.4,27,3,2,0,6,2,0,2
AL021937.2,19,0,6,0,9,4,0,0
RTCB,3885,3500,5040,3039,3659,4050,5368,2446
BPIFC,0,0,0,0,0,0,0,0
FBXO7,4825,4716,4350,4054,5033,4989,4955,2683
SYN3,84,31,253,43,38,22,168,17
Z82246.1,0,0,0,0,0,0,0,0
RNA5SP497,0,0,0,0,0,0,0,0
Z73495.1,0,0,0,0,0,0,0,0
TIMP3,26841,17713,3581,15945,21595,16746,7402,10666
Z83846.1,0,0,0,0,0,0,0,0
LINC01640,2,0,0,9,0,0,0,0
Z82198.1,0,0,0,0,0,0,0,0
Z82198.3,0,0,0,0,0,0,0,0
LARGE1,2832,1733,755,2216,1063,920,882,1229
Z82198.2,0,0,0,0,0,0,0,0
Z82173.1,0,1,0,0,0,0,0,0
MIR4764,0,0,0,0,0,0,0,0
Z69713.1,0,0,0,0,0,0,0,0
SNORA50B,0,0,0,0,0,0,0,0
LARGE-IT1,0,0,0,0,0,0,0,0
LARGE-AS1,2,12,0,2,0,0,0,0
Z73429.1,0,1,0,0,0,0,0,0
LINC01643,0,0,0,0,0,0,0,0
Z68323.1,0,0,0,0,0,0,0,0
AL021877.1,0,0,1,0,0,0,2,0
AL021877.2,0,0,0,0,0,0,0,0
Z82196.1,0,0,0,0,0,0,0,0
Z82196.2,0,2,0,0,0,0,2,0
AL024495.1,10,0,6,6,0,0,0,3
ISX,0,0,29,0,9,18,19,0
LINC01399,0,0,0,0,0,0,2,0
Z99755.2,0,0,0,0,0,0,0,0
Z99755.1,0,0,0,0,0,0,0,0
RNU7-167P,0,0,0,0,0,0,0,0
HMGXB4,1078,1118,2019,843,1040,1302,2232,553
AL008635.1,4,0,0,0,0,0,0,5
TOM1,2589,2807,1514,2846,2200,2599,1956,2068
MIR3909,0,0,0,0,0,0,0,0
MIR6069,0,0,1,0,0,3,0,0
Z82244.2,0,0,0,0,0,0,0,0
Z82244.1,0,0,0,0,0,0,0,0
HMOX1,60,69,294,30,48,56,274,77
MCM5,1806,2610,5714,2271,2843,3721,6546,1878
AL022334.1,2,0,0,1,0,0,0,0
AL022334.2,0,0,0,0,0,0,6,0
RASD2,528,494,88,446,236,246,124,165
MB,4390,5746,906,4861,3397,3338,1567,9371
AL049747.1,0,0,0,0,0,0,0,0
APOL6,18,25,132,12,2,10,125,0
AL049748.1,0,0,0,0,0,0,0,0
MRPS16P3,0,0,0,0,0,0,0,0
APOL5,0,0,0,0,0,0,0,0
RBFOX2,23994,19138,11611,16821,25409,23226,17129,12648
NDUFA9P1,6,6,0,0,0,0,2,0
Z82217.1,2,6,12,6,24,0,14,4
Z95114.4,0,0,0,0,0,0,0,0
Z95114.1,0,0,0,0,0,0,0,0
Z95114.2,0,0,0,1,0,0,0,0
Z95114.3,0,0,0,0,0,0,0,0
APOL3,0,0,12,2,0,0,18,8
MTCO1P20,0,0,0,0,0,0,0,0
MTCO2P20,0,0,0,0,0,0,0,0
MTATP6P20,0,0,0,0,0,0,0,0
MTCO3P20,0,0,0,0,0,0,0,0
MTCYBP34,0,0,0,0,0,0,0,0
MTND1P10,0,0,0,0,0,0,0,0
APOL4,4,52,23,16,5,14,29,4
APOL2,1843,1910,633,1719,1089,881,949,924
APOL1,10,12,46,2,4,2,62,0
MYH9,20273,17711,13656,15750,25889,27994,25543,8627
MIR6819,4,0,0,3,5,0,0,3
Z82215.1,28,22,4,35,4,2,0,0
FO393418.1,13,7,1,10,11,1,4,14
RPS15AP38,4,5,0,14,1,3,2,2
BX470187.1,0,0,0,0,0,0,0,0
AL022313.2,7,11,0,0,3,8,0,0
TXN2,3219,3024,2987,2509,2992,2803,3328,2480
FOXRED2,2040,1703,852,1655,1226,1162,907,1353
EIF3D,6186,5940,8193,5615,6577,6581,10180,4497
AL022313.1,0,0,0,0,0,0,0,2
AL022313.3,0,0,0,0,0,0,0,0
AL022313.4,0,0,0,0,0,0,0,0
CACNG2,0,0,0,0,0,0,0,0
AL049749.1,0,0,0,0,0,0,0,0
Z80897.2,0,0,0,0,0,0,0,0
IFT27,1184,1225,1414,1084,984,1124,1288,740
Z80897.1,19,5,13,11,7,9,10,7
PVALB,0,0,61,0,0,0,92,0
Z82185.1,0,0,0,0,0,0,0,0
NCF4-AS1,0,0,0,0,0,0,0,0
NCF4,0,0,0,0,0,0,0,0
CSF2RB,6,0,10,0,0,0,20,0
CSF2RBP1,0,0,0,0,0,0,0,0
Z82180.1,0,0,0,0,0,0,0,0
TEX33,0,0,0,0,0,0,0,0
TST,918,851,1133,653,864,730,1073,681
Z73420.1,4,2,7,11,4,9,6,0
MPST,2433,2584,4966,2634,2774,2324,5187,1637
Z73420.2,8,0,12,1,0,0,0,2
KCTD17,1743,1327,1287,705,2085,1423,1320,761
RN7SKP214,0,0,0,0,0,0,0,0
TMPRSS6,13,2,33,9,27,18,10,4
AL022314.1,0,0,0,2,0,0,0,0
IL2RB,8,26,96,19,2,6,118,0
Z82188.2,0,0,0,0,0,0,0,0
C1QTNF6,397,513,857,483,284,280,961,97
SSTR3,4,2,12,2,2,0,10,0
Z82188.1,0,0,0,0,0,0,0,0
RAC2,52,48,137,38,26,20,192,14
CYTH4,0,0,6,0,0,0,0,4
FP325335.1,2,0,0,0,0,0,0,0
Z94160.1,0,0,0,0,0,0,0,0
ELFN2,28,11,37,36,15,7,13,4
Z94160.2,0,0,0,0,0,0,0,0
MFNG,12,22,85,2,18,32,72,28
CARD10,129,288,1019,141,155,118,1113,84
AL022315.1,0,0,8,0,0,0,0,0
CDC42EP1,617,567,1009,548,482,550,1553,283
LGALS2,6,4,59,7,27,15,41,0
AL022315.2,0,0,0,0,0,14,0,0
GGA1,2163,2291,2145,2150,2103,2245,2600,2044
SH3BP1,56,39,309,45,36,55,301,40
Z83844.3,0,0,0,0,0,0,0,0
Z83844.2,1,0,9,4,8,9,8,0
PDXP,974,725,818,521,952,980,939,576
RN7SL385P,0,0,0,1,0,0,0,0
LGALS1,1384,1431,1963,1488,724,767,2784,1608
NOL12,97,91,120,57,94,64,95,39
Z83844.1,0,0,0,0,0,0,0,0
TRIOBP,7794,9622,4679,7737,6966,8098,6885,7520
H1-0,5594,5955,8105,5985,4529,6226,11181,9072
GCAT,2261,1758,1326,1532,1664,1449,1562,1331
GALR3,10,16,12,18,0,6,0,0
ANKRD54,1123,851,752,990,828,879,825,900
MIR658,0,0,1,0,0,0,0,3
MIR659,0,3,0,15,5,2,2,2
EIF3L,7141,7893,10474,7057,7258,7829,11488,5209
AL022311.1,166,69,122,77,105,69,119,51
RNU6-900P,0,0,0,0,0,0,0,0
MICALL1,2142,2091,2219,1851,2220,2335,2816,1469
C22orf23,137,134,49,117,125,94,87,58
AL031587.5,97,87,30,76,75,54,67,73
AL031587.3,5,0,1,4,0,0,0,0
POLR2F,1413,1420,1791,1374,1565,1603,1798,1071
MIR6820,0,0,0,0,0,0,0,0
SOX10,37,17,44,4,21,5,36,16
MIR4534,0,3,0,0,1,0,2,1
AL031587.1,2,0,0,7,2,0,0,0
AL031587.4,0,0,0,0,0,0,2,0
PICK1,1428,1348,929,1219,1441,1669,1245,1133
AL031587.2,0,0,0,0,0,0,0,0
SLC16A8,58,83,74,79,75,102,46,64
BAIAP2L2,29,64,118,55,51,38,114,43
AL022322.1,46,56,26,36,8,8,44,28
PLA2G6,320,465,418,334,301,319,514,285
AL022322.2,9,5,14,2,8,4,2,5
MAFF,63,137,200,52,97,87,203,32
TMEM184B,5766,4709,2290,4519,4413,4255,3447,2805
AL020993.1,1,4,0,0,2,4,3,0
RN7SL704P,1,8,0,7,0,4,6,0
AL020993.2,0,0,3,0,0,2,0,0
CSNK1E,2908,2357,3179,2116,2543,2649,3489,1370
TPTEP2-CSNK1E,3,3,3,2,2,5,4,2
TPTEP2,546,413,237,477,377,523,305,282
Z98749.1,13,7,5,14,8,12,3,7
Z97056.2,3,7,0,2,0,8,3,1
Z97056.1,0,0,0,0,0,0,6,0
KCNJ4,1471,1472,534,968,1315,1564,960,985
Z97056.3,1,11,1,2,7,2,0,6
KDELR3,706,771,526,538,753,758,901,370
DDX17,24766,29081,27775,26047,22906,28047,30521,19196
DMC1,61,33,61,48,52,89,71,56
RPS29P31,0,0,0,0,0,0,0,0
FAM227A,285,289,442,276,188,145,493,125
CBY1,556,555,783,526,442,486,709,397
AL021707.4,18,14,13,17,5,15,18,3
AL021707.2,193,163,98,140,119,142,78,78
AL021707.9,6,7,0,5,3,0,5,0
TOMM22,2260,2403,3331,2032,2355,2513,3644,1951
JOSD1,1481,1429,2033,1235,1519,1612,2411,813
GTPBP1,4768,3702,3549,3822,4146,4653,4581,2336
PRDX3P1,54,23,6,28,20,30,16,28
SUN2,1599,1578,1742,1230,1316,1422,1771,921
AL021707.5,0,0,0,0,0,0,0,0
AL021707.3,2,8,5,0,0,6,6,0
AL021707.8,16,0,1,10,0,1,0,2
AL021707.1,5,6,0,0,0,0,0,0
AL021707.6,26,20,23,8,22,6,19,9
AL021707.7,8,0,2,0,0,6,14,0
DNAL4,849,749,623,665,658,633,564,352
NPTXR,7931,5704,554,5584,4900,4582,955,3550
CBX6,8542,8264,2502,7884,7366,8364,3809,4694
AL022318.5,44,8,8,33,10,0,6,0
AL022318.1,6,3,2,20,6,4,0,2
APOBEC3A,0,0,0,0,0,4,0,0
APOBEC3B,79,77,122,28,69,54,109,79
APOBEC3B-AS1,0,0,0,0,0,0,7,0
